"","CollagenI","CollagenIV","Hyaluronic_Acid","Laminin","TenascinC","Galectin3","Fibronectin","Osteopontin","Decorin"
"480",0,0,0,0,0,0,0,0,0
"481",-0.549306144334055,0.549306144334055,0,0,0,0,0,0,0
"482",0,0,0,0,0,0,0,0,0
"483",0,0,0,0,0,0,0,0,0
"484",0,0,0,0,0,0,0,0,0
"485",0,0,0,0,0,0,-0.549306144334055,0.549306144334055,0
"486",0,0,0,0,0,0,0,0,0
"487",0,0,0,-0.549306144334055,0,0,0.549306144334055,0,0
"488",0.549306144334055,0,0,0,0,-0.549306144334055,0,0,0
"489",0,0,0,0,0,0,0,0,0
"490",0,0,-0.549306144334055,0,0,0.549306144334055,0,0,0
"491",0,0,0,-0.549306144334055,0,0,0,0,0.549306144334055
"492",0,0,0,0,0,-0.549306144334055,0,0.549306144334055,0
"493",0,0.549306144334055,-0.549306144334055,0,0,0,0,0,0
"494",0,0,0,0,0,0.549306144334055,-0.549306144334055,0,0
"495",0,0.549306144334055,0,0,0,0,0,-0.549306144334055,0
"496",0,0,0,0,0,0,0,0,0
"497",0.549306144334055,0,0,0,0,0,0,-0.549306144334055,0
"498",0,0,0,0,0,0,0,0,0
"499",0,0,0,0,0,0,0.549306144334055,-0.549306144334055,0
"500",0,0,0,0,0,0,0,0,0
"501",0,-0.549306144334055,0,0,0,0.549306144334055,0,0,0
"502",0,0,0,0,0,0,0,0,0
"503",0,0,-0.549306144334055,0.549306144334055,0,0,0,0,0
"504",0,0,0,0,0,0,0,0,0
"505",0,0,0,0,0,0,0,0,0
"506",0,0,0,0,0,0,0,0,0
"507",0,0,0.549306144334055,0,0,0,-0.549306144334055,0,0
"508",0,-0.549306144334055,0,0,0,0.549306144334055,0,0,0
"509",0,0,-0.549306144334055,0,0,0,0,0.549306144334055,0
"510",0,0,0,0,0,-0.549306144334055,0,0,0.549306144334055
"511",-0.549306144334055,0,0,0.549306144334055,0,0,0,0,0
"512",0,0,0.549306144334055,0,0,0,0,-0.549306144334055,0
"513",0,0,0,0,0,0,0,0.549306144334055,-0.549306144334055
"514",0,0,0,0,-0.549306144334055,0.549306144334055,0,0,0
"515",0,0,0,0,0,0,0,0,0
"516",0,0,0,0,0.549306144334055,-0.549306144334055,0,0,0
"517",-0.549306144334055,0,0,0,0.549306144334055,0,0,0,0
"518",0,0.549306144334055,0,-0.549306144334055,0,0,0,0,0
"519",0,0,0,0,0,0,0,0,0
"520",0,0.549306144334055,0,0,-0.549306144334055,0,0,0,0
"521",0,0,0,0,0,0,0,0,0
"522",0,0.549306144334055,0,0,0,-0.549306144334055,0,0,0
"523",0,-0.549306144334055,0,0,0,0,0,0.549306144334055,0
"524",0,0,0,0,0,0,0,0,0
"525",0,0,0.549306144334055,0,-0.549306144334055,0,0,0,0
"526",0,0,0,0,0,0,0,0,0
"527",-0.549306144334055,0,0,0,0,0,0,0,0.549306144334055
"528",0.549306144334055,0,0,0,0,0,-0.549306144334055,0,0
"529",0,0,0,0,0,0,0,0,0
"530",0,0,0,0,0,0,0,0,0
"531",0,0,0,-0.549306144334055,0.549306144334055,0,0,0,0
"532",0,0,0,0.549306144334055,-0.549306144334055,0,0,0,0
"533",0,0,0,0,-0.549306144334055,0,0,0,0.549306144334055
"534",0,-0.549306144334055,0.549306144334055,0,0,0,0,0,0
"535",0,0,0,0,0,0,0,0,0
"536",0,0,0.549306144334055,0,0,0,0,0,-0.549306144334055
"537",0,0,0,0.549306144334055,0,0,0,-0.549306144334055,0
"538",0.549306144334055,0,0,-0.549306144334055,0,0,0,0,0
"539",0,0,0,0,0,0,0,0,0
"540",0,0,0,0,0,0,0,0,0
"541",0,0,0,0,0,0,0,0,0
"542",0,0,0,0,0.549306144334055,0,0,-0.549306144334055,0
"543",-0.549306144334055,0,0.549306144334055,0,0,0,0,0,0
"544",0,0,0,0,0,0.549306144334055,0,-0.549306144334055,0
"545",0,0,0,0,-0.549306144334055,0,0.549306144334055,0,0
"546",0,0,0,0,0,0,0,0,0
"547",0,0,0,0,0.549306144334055,0,-0.549306144334055,0,0
"548",0,0,0,0,0,0,0,0,0
"549",0,0,-0.549306144334055,0,0,0,0,0,0.549306144334055
"550",0,0,0.549306144334055,-0.549306144334055,0,0,0,0,0
"551",0,0,0,0,0,0,0,0,0
"552",0,0,0,0,0,0,0,0,0
"553",-0.549306144334055,0,0,0,0,0,0.549306144334055,0,0
"554",0,0,0,0,0.549306144334055,0,0,0,-0.549306144334055
"555",0,0,0,0,-0.549306144334055,0,0,0.549306144334055,0
"556",0,0,0,0,0,0,0,-0.549306144334055,0.549306144334055
"557",-0.549306144334055,0,0,0,0,0.549306144334055,0,0,0
"558",0,0,0,0,0,0,0,0,0
"559",0,0,0,0,0,0,0,0,0
"560",0,0,0,0,0,0,0,0,0
"561",0,0,0,-0.549306144334055,0,0,0,0.549306144334055,0
"562",0.549306144334055,-0.549306144334055,0,0,0,0,0,0,0
"563",0,-0.549306144334055,0,0,0,0,0,0,0.549306144334055
"564",0,0,0,0,0,0,-0.549306144334055,0,0.549306144334055
"565",0,0,0,0.549306144334055,0,0,-0.549306144334055,0,0
"566",0.549306144334055,0,0,0,0,0,0,-0.549306144334055,0
"567",0,0.549306144334055,0,0,0,-0.549306144334055,0,0,0
"568",0,0,0,0,0,0,0,0,0
"569",0,0,0,0,0,0,0,0,0
"570",0.549306144334055,0,0,0,-0.549306144334055,0,0,0,0
"571",0,0,0,0,0,0,0,0,0
"572",0,0,0,0,0,0.549306144334055,0,0,-0.549306144334055
"573",0,0,0,0,0,0,0,0,0
"574",0,0,0,0,0,0,0.549306144334055,0,-0.549306144334055
"575",0,0,0,0,0,0,0,0,0
"576",0,-0.549306144334055,0,0,0.549306144334055,0,0,0,0
"577",0,0.549306144334055,0,0,0,0,0,0,-0.549306144334055
"578",-0.549306144334055,0,0,0,0,0,0,0.549306144334055,0
"579",0,0,0,0.549306144334055,0,0,0,0,-0.549306144334055
"580",0,0,0,0,0,-0.549306144334055,0.549306144334055,0,0
"581",0,-0.549306144334055,0,0.549306144334055,0,0,0,0,0
"582",0,0,-0.549306144334055,0,0.549306144334055,0,0,0,0
"583",0,0,0,0,0,0,0,0,0
"584",0,0,0,0,0,0,0,0,0
"585",0,0,0,0,0,0,0,0,0
"586",0,0,0,0,0,0,0,0,0
"587",0.549306144334055,0,0,0,0,0,0,0,-0.549306144334055
"588",0,0,0,0,0,0,0,0,0
"589",0,0,-0.549306144334055,0,0,0,0.549306144334055,0,0
"590",0,0,0.549306144334055,0,0,-0.549306144334055,0,0,0
"591",0,0,0,-0.549306144334055,0,0.549306144334055,0,0,0
"592",0,0,0,0,0,0,0,0,0
"593",0,0,0,0.549306144334055,0,-0.549306144334055,0,0,0
"594",0,0,0,0,0,0,0,0,0
"595",0,0,0,0,0,0,0,0,0
"596",0,0,0,0,0,0,0,0,0
"597",0,0,0,0,0,0,0,0,0
"598",-0.549306144334055,0.549306144334055,0,0,0,0,0,0,0
"599",0,0,0,0,0,0,0,0,0
"600",0,0,0,0,0,0,0,0,0
"601",0,0,0,0,0,0,0,0,0
"602",0,0,0,0,0,0,-0.549306144334055,0.549306144334055,0
"603",0,0,0,0,0,0,0,0,0
"604",0,0,0,-0.549306144334055,0,0,0.549306144334055,0,0
"605",0.549306144334055,0,0,0,0,-0.549306144334055,0,0,0
"606",0,0,0,0,0,0,0,0,0
"607",0,0,-0.549306144334055,0,0,0.549306144334055,0,0,0
"608",0,0,0,-0.549306144334055,0,0,0,0,0.549306144334055
"609",0,0,0,0,0,-0.549306144334055,0,0.549306144334055,0
"610",0,0.549306144334055,-0.549306144334055,0,0,0,0,0,0
"611",0,0,0,0,0,0.549306144334055,-0.549306144334055,0,0
"612",0,0.549306144334055,0,0,0,0,0,-0.549306144334055,0
"613",0,0,0,0,0,0,0,0,0
"614",0.549306144334055,0,0,0,0,0,0,-0.549306144334055,0
"615",0,0,0,0,0,0,0,0,0
"616",0,0,0,0,0,0,0.549306144334055,-0.549306144334055,0
"617",0,0,0,0,0,0,0,0,0
"618",0,-0.549306144334055,0,0,0,0.549306144334055,0,0,0
"619",0,0,0,0,0,0,0,0,0
"620",0,0,-0.549306144334055,0.549306144334055,0,0,0,0,0
"621",0,0,0,0,0,0,0,0,0
"622",0,0,0,0,0,0,0,0,0
"623",0,0,0,0,0,0,0,0,0
"624",0,0,0.549306144334055,0,0,0,-0.549306144334055,0,0
"625",0,-0.549306144334055,0,0,0,0.549306144334055,0,0,0
"626",0,0,-0.549306144334055,0,0,0,0,0.549306144334055,0
"627",0,0,0,0,0,-0.549306144334055,0,0,0.549306144334055
"628",-0.549306144334055,0,0,0.549306144334055,0,0,0,0,0
"629",0,0,0.549306144334055,0,0,0,0,-0.549306144334055,0
"630",0,0,0,0,0,0,0,0.549306144334055,-0.549306144334055
"631",0,0,0,0,-0.549306144334055,0.549306144334055,0,0,0
"632",0,0,0,0,0,0,0,0,0
"633",0,0,0,0,0.549306144334055,-0.549306144334055,0,0,0
"634",-0.549306144334055,0,0,0,0.549306144334055,0,0,0,0
"635",0,0.549306144334055,0,-0.549306144334055,0,0,0,0,0
"636",0,0,0,0,0,0,0,0,0
"637",0,0.549306144334055,0,0,-0.549306144334055,0,0,0,0
"638",0,0,0,0,0,0,0,0,0
"639",0,0.549306144334055,0,0,0,-0.549306144334055,0,0,0
"640",0,-0.549306144334055,0,0,0,0,0,0.549306144334055,0
"641",0,0,0,0,0,0,0,0,0
"642",0,0,0.549306144334055,0,-0.549306144334055,0,0,0,0
"643",0,0,0,0,0,0,0,0,0
"644",-0.549306144334055,0,0,0,0,0,0,0,0.549306144334055
"645",0.549306144334055,0,0,0,0,0,-0.549306144334055,0,0
"646",0,0,0,0,0,0,0,0,0
"647",0,0,0,0,0,0,0,0,0
"648",0,0,0,-0.549306144334055,0.549306144334055,0,0,0,0
"649",0,0,0,0.549306144334055,-0.549306144334055,0,0,0,0
"650",0,0,0,0,-0.549306144334055,0,0,0,0.549306144334055
"651",0,-0.549306144334055,0.549306144334055,0,0,0,0,0,0
"652",0,0,0,0,0,0,0,0,0
"653",0,0,0.549306144334055,0,0,0,0,0,-0.549306144334055
"654",0,0,0,0.549306144334055,0,0,0,-0.549306144334055,0
"655",0.549306144334055,0,0,-0.549306144334055,0,0,0,0,0
"656",0,0,0,0,0,0,0,0,0
"657",0,0,0,0,0,0,0,0,0
"658",0,0,0,0,0,0,0,0,0
"659",0,0,0,0,0.549306144334055,0,0,-0.549306144334055,0
"660",-0.549306144334055,0,0.549306144334055,0,0,0,0,0,0
"661",0,0,0,0,0,0.549306144334055,0,-0.549306144334055,0
"662",0,0,0,0,-0.549306144334055,0,0.549306144334055,0,0
"663",0,0,0,0,0,0,0,0,0
"664",0,0,0,0,0.549306144334055,0,-0.549306144334055,0,0
"665",0,0,0,0,0,0,0,0,0
"666",0,0,-0.549306144334055,0,0,0,0,0,0.549306144334055
"667",0,0,0.549306144334055,-0.549306144334055,0,0,0,0,0
"668",0,0,0,0,0,0,0,0,0
"669",0,0,0,0,0,0,0,0,0
"670",-0.549306144334055,0,0,0,0,0,0.549306144334055,0,0
"671",0,0,0,0,0.549306144334055,0,0,0,-0.549306144334055
"672",0,0,0,0,-0.549306144334055,0,0,0.549306144334055,0
"673",0,0,0,0,0,0,0,-0.549306144334055,0.549306144334055
"674",-0.549306144334055,0,0,0,0,0.549306144334055,0,0,0
"675",0,0,0,0,0,0,0,0,0
"676",0,0,0,0,0,0,0,0,0
"677",0,0,0,0,0,0,0,0,0
"678",0,0,0,-0.549306144334055,0,0,0,0.549306144334055,0
"679",0.549306144334055,-0.549306144334055,0,0,0,0,0,0,0
"680",0,-0.549306144334055,0,0,0,0,0,0,0.549306144334055
"681",0,0,0,0,0,0,-0.549306144334055,0,0.549306144334055
"682",0,0,0,0.549306144334055,0,0,-0.549306144334055,0,0
"683",0.549306144334055,0,0,0,0,0,0,-0.549306144334055,0
"684",0,0.549306144334055,0,0,0,-0.549306144334055,0,0,0
"685",0,0,0,0,0,0,0,0,0
"686",0,0,0,0,0,0,0,0,0
"687",0.549306144334055,0,0,0,-0.549306144334055,0,0,0,0
"688",0,0,0,0,0,0,0,0,0
"689",0,0,0,0,0,0.549306144334055,0,0,-0.549306144334055
"690",0,0,0,0,0,0,0,0,0
"691",0,0,0,0,0,0,0.549306144334055,0,-0.549306144334055
"692",0,0,0,0,0,0,0,0,0
"693",0,-0.549306144334055,0,0,0.549306144334055,0,0,0,0
"694",0,0.549306144334055,0,0,0,0,0,0,-0.549306144334055
"695",-0.549306144334055,0,0,0,0,0,0,0.549306144334055,0
"696",0,0,0,0.549306144334055,0,0,0,0,-0.549306144334055
"697",0,0,0,0,0,-0.549306144334055,0.549306144334055,0,0
"698",0,-0.549306144334055,0,0.549306144334055,0,0,0,0,0
"699",0,0,-0.549306144334055,0,0.549306144334055,0,0,0,0
"700",0,0,0,0,0,0,0,0,0
"701",0,0,0,0,0,0,0,0,0
"702",0,0,0,0,0,0,0,0,0
"1404",0.549306144334055,0,0,0,0,-0.549306144334055,0,0,0
"1405",0,0,0,0,0,0,0,-0.549306144334055,0.549306144334055
"1406",0,0,-0.549306144334055,0,0,0,0,0,0.549306144334055
"1407",0,0,0,-0.549306144334055,0,0,0,0,0.549306144334055
"1408",0,0.549306144334055,0,0,0,-0.549306144334055,0,0,0
"1409",0,0,0,0,0,0,0,0,0
"1410",0,0,0,0,0,0.549306144334055,0,-0.549306144334055,0
"1411",0,0,0,0,0,0,0,0,0
"1412",0,0,0,0,0,0,0,0,0
"1413",-0.549306144334055,0.549306144334055,0,0,0,0,0,0,0
"1414",-0.549306144334055,0,0,0,0,0,0.549306144334055,0,0
"1415",0,0,0,0,-0.549306144334055,0,0.549306144334055,0,0
"1416",0,-0.549306144334055,0.549306144334055,0,0,0,0,0,0
"1417",0,0,0,0,0,-0.549306144334055,0,0,0.549306144334055
"1418",0,0,0,0,0,0,-0.549306144334055,0.549306144334055,0
"1419",0.549306144334055,0,0,0,-0.549306144334055,0,0,0,0
"1420",0,0,0.549306144334055,0,0,0,0,-0.549306144334055,0
"1421",0,0,-0.549306144334055,0,0.549306144334055,0,0,0,0
"1422",0,0,0,-0.549306144334055,0,0,0.549306144334055,0,0
"1423",0,0,0,0,0,0,0,0,0
"1424",0,0,0.549306144334055,-0.549306144334055,0,0,0,0,0
"1425",0,0,0,0,0,0,0,0,0
"1426",0,0,0,0,0,0,0,0,0
"1427",0,0,0,0,0,0,0,0,0
"1428",0.549306144334055,0,0,0,0,0,0,-0.549306144334055,0
"1429",0,0,0,0,0,0,0,0,0
"1430",0,0,0,0,0,-0.549306144334055,0.549306144334055,0,0
"1431",0,0,0,-0.549306144334055,0,0.549306144334055,0,0,0
"1432",0,0,0,0,0,0,0,0,0
"1433",0,0,0,0,0,0,0,0,0
"1434",0,0,0,0,0,0,0,0,0
"1435",0,0,0,0,0,0,0,0,0
"1436",0,0,0,0,0,0,0,0,0
"1437",0,0,0,0,0.549306144334055,0,0,-0.549306144334055,0
"1438",0,0,0,0,-0.549306144334055,0.549306144334055,0,0,0
"1439",0,0,0.549306144334055,0,0,-0.549306144334055,0,0,0
"1440",0,0,0,0,0,0,0,0,0
"1441",0,0,0,0,0.549306144334055,-0.549306144334055,0,0,0
"1442",0,0,0,0,0,0,0,0,0
"1443",0,0,0,0,0,0,0,0,0
"1444",0,-0.549306144334055,0,0.549306144334055,0,0,0,0,0
"1445",0,0,0,0,0,0,0,0,0
"1446",-0.549306144334055,0,0,0.549306144334055,0,0,0,0,0
"1447",0.549306144334055,0,0,0,0,0,-0.549306144334055,0,0
"1448",0,0.549306144334055,0,0,0,-0.549306144334055,0,0,0
"1449",0,0,0,-0.549306144334055,0.549306144334055,0,0,0,0
"1450",0,0,0,0,-0.549306144334055,0,0,0,0.549306144334055
"1451",0,0,0,0,0,0,0.549306144334055,-0.549306144334055,0
"1452",0,0.549306144334055,-0.549306144334055,0,0,0,0,0,0
"1453",0,-0.549306144334055,0,0,0.549306144334055,0,0,0,0
"1454",0,0,0,0,0,0,0,0,0
"1455",0,0,0,0,0,0,0,0,0
"1456",0,0,0.549306144334055,0,-0.549306144334055,0,0,0,0
"1457",0,0,0,0,0,0,0,0,0
"1458",0,0,0,0,0,0.549306144334055,0,0,-0.549306144334055
"1459",-0.549306144334055,0,0,0,0.549306144334055,0,0,0,0
"1460",0,0,-0.549306144334055,0.549306144334055,0,0,0,0,0
"1461",0,0,0,0,0,0,0,0,0
"1462",0,0,0,0,0,0,0,0,0
"1463",0,0,0,0.549306144334055,-0.549306144334055,0,0,0,0
"1464",0,0,0,0,0,0,0,0,0
"1465",0,-0.549306144334055,0,0,0,0,0,0,0.549306144334055
"1466",0,0,0,0,0,0,0.549306144334055,0,-0.549306144334055
"1467",0,-0.549306144334055,0,0,0,0.549306144334055,0,0,0
"1468",0,0,0,0,0.549306144334055,0,0,0,-0.549306144334055
"1469",0,-0.549306144334055,0,0,0,0,0,0.549306144334055,0
"1470",0,0,0,0,0,0.549306144334055,-0.549306144334055,0,0
"1471",0,0,0,0,0,0,0,0.549306144334055,-0.549306144334055
"1472",-0.549306144334055,0,0,0,0,0,0,0,0.549306144334055
"1473",0,0.549306144334055,0,0,0,0,0,-0.549306144334055,0
"1474",0,-0.549306144334055,0,0,0,0.549306144334055,0,0,0
"1475",0.549306144334055,-0.549306144334055,0,0,0,0,0,0,0
"1476",0,0,0.549306144334055,0,0,0,-0.549306144334055,0,0
"1477",0,0,0,0,0,0,0,0,0
"1478",0,0.549306144334055,0,-0.549306144334055,0,0,0,0,0
"1479",-0.549306144334055,0,0.549306144334055,0,0,0,0,0,0
"1480",0,0,0,0,0,0,0,0,0
"1481",0,0,0,0,0,0,0,0,0
"1482",0.549306144334055,0,0,0,0,0,0,-0.549306144334055,0
"1483",0,0,-0.549306144334055,0,0,0.549306144334055,0,0,0
"1484",0,0,0,0,0,0,0,0,0
"1485",0,0.549306144334055,0,0,0,0,0,0,-0.549306144334055
"1486",0,0,0,0,0,0,0,0,0
"1487",0,0,0,0,0,0,0,0,0
"1488",0,0,0,0,0,0,0,0,0
"1489",0,0,0,0,-0.549306144334055,0,0,0.549306144334055,0
"1490",0,0,0,0,0,0,-0.549306144334055,0,0.549306144334055
"1491",0,0,0,0,0,0,0,0,0
"1492",0,0,0,0,0,0,0,0,0
"1493",0,0,0,0,0,0,0,0,0
"1494",0,0,0.549306144334055,0,0,0,0,0,-0.549306144334055
"1495",0.549306144334055,0,0,0,0,0,0,0,-0.549306144334055
"1496",0,0,0,0.549306144334055,0,-0.549306144334055,0,0,0
"1497",0,0,0,0,0,0,0,0,0
"1498",0,0,0,0,0,0,0,0,0
"1499",-0.549306144334055,0,0,0,0,0.549306144334055,0,0,0
"1500",0,0,0,0,0.549306144334055,0,-0.549306144334055,0,0
"1501",0,0,0,0,0,0,0,0,0
"1502",0,0,0,0,0,0,0,0,0
"1503",0,0,0,0,0,0,0,0,0
"1504",0,0.549306144334055,0,0,-0.549306144334055,0,0,0,0
"1505",0,0,0,0,0,0,0,0,0
"1506",0,0,-0.549306144334055,0,0,0,0.549306144334055,0,0
"1507",0,0,0,0.549306144334055,0,0,0,-0.549306144334055,0
"1508",0,0,0,0,0,0,0,0,0
"1509",-0.549306144334055,0,0,0,0,0,0,0.549306144334055,0
"1510",0,0,0,0,0,0,0,0,0
"1511",0,0,0,-0.549306144334055,0,0,0,0.549306144334055,0
"1512",0,0,0,0,0,0,0,0,0
"1513",0,0,0,0,0,0,0,0,0
"1514",0,0,-0.549306144334055,0,0,0,0,0.549306144334055,0
"1515",0,0,0,0,0,-0.549306144334055,0,0.549306144334055,0
"1516",0,0,0,0.549306144334055,0,0,-0.549306144334055,0,0
"1517",0,0,0,0.549306144334055,0,0,0,0,-0.549306144334055
"1518",0.549306144334055,0,0,-0.549306144334055,0,0,0,0,0
"1519",0,0,0,0,0,0,0,0,0
"1520",0,0,0,0,0,0,0,0,0
"1521",0.549306144334055,0,0,0,0,-0.549306144334055,0,0,0
"1522",0,0,0,0,0,0,0,-0.549306144334055,0.549306144334055
"1523",0,0,-0.549306144334055,0,0,0,0,0,0.549306144334055
"1524",0,0,0,-0.549306144334055,0,0,0,0,0.549306144334055
"1525",0,0.549306144334055,0,0,0,-0.549306144334055,0,0,0
"1526",0,0,0,0,0,0,0,0,0
"1527",0,0,0,0,0,0.549306144334055,0,-0.549306144334055,0
"1528",0,0,0,0,0,0,0,0,0
"1529",0,0,0,0,0,0,0,0,0
"1530",-0.549306144334055,0.549306144334055,0,0,0,0,0,0,0
"1531",-0.549306144334055,0,0,0,0,0,0.549306144334055,0,0
"1532",0,0,0,0,-0.549306144334055,0,0.549306144334055,0,0
"1533",0,-0.549306144334055,0.549306144334055,0,0,0,0,0,0
"1534",0,0,0,0,0,-0.549306144334055,0,0,0.549306144334055
"1535",0,0,0,0,0,0,-0.549306144334055,0.549306144334055,0
"1536",0.549306144334055,0,0,0,-0.549306144334055,0,0,0,0
"1537",0,0,0.549306144334055,0,0,0,0,-0.549306144334055,0
"1538",0,0,-0.549306144334055,0,0.549306144334055,0,0,0,0
"1539",0,0,0,-0.549306144334055,0,0,0.549306144334055,0,0
"1540",0,0,0,0,0,0,0,0,0
"1541",0,0,0.549306144334055,-0.549306144334055,0,0,0,0,0
"1542",0,0,0,0,0,0,0,0,0
"1543",0,0,0,0,0,0,0,0,0
"1544",0,0,0,0,0,0,0,0,0
"1545",0.549306144334055,0,0,0,0,0,0,-0.549306144334055,0
"1546",0,0,0,0,0,0,0,0,0
"1547",0,0,0,0,0,-0.549306144334055,0.549306144334055,0,0
"1548",0,0,0,-0.549306144334055,0,0.549306144334055,0,0,0
"1549",0,0,0,0,0,0,0,0,0
"1550",0,0,0,0,0,0,0,0,0
"1551",0,0,0,0,0,0,0,0,0
"1552",0,0,0,0,0,0,0,0,0
"1553",0,0,0,0,0,0,0,0,0
"1554",0,0,0,0,0.549306144334055,0,0,-0.549306144334055,0
"1555",0,0,0,0,-0.549306144334055,0.549306144334055,0,0,0
"1556",0,0,0.549306144334055,0,0,-0.549306144334055,0,0,0
"1557",0,0,0,0,0,0,0,0,0
"1558",0,0,0,0,0.549306144334055,-0.549306144334055,0,0,0
"1559",0,0,0,0,0,0,0,0,0
"1560",0,0,0,0,0,0,0,0,0
"1561",0,-0.549306144334055,0,0.549306144334055,0,0,0,0,0
"1562",0,0,0,0,0,0,0,0,0
"1563",-0.549306144334055,0,0,0.549306144334055,0,0,0,0,0
"1564",0.549306144334055,0,0,0,0,0,-0.549306144334055,0,0
"1565",0,0.549306144334055,0,0,0,-0.549306144334055,0,0,0
"1566",0,0,0,-0.549306144334055,0.549306144334055,0,0,0,0
"1567",0,0,0,0,-0.549306144334055,0,0,0,0.549306144334055
"1568",0,0,0,0,0,0,0.549306144334055,-0.549306144334055,0
"1569",0,0.549306144334055,-0.549306144334055,0,0,0,0,0,0
"1570",0,-0.549306144334055,0,0,0.549306144334055,0,0,0,0
"1571",0,0,0,0,0,0,0,0,0
"1572",0,0,0,0,0,0,0,0,0
"1573",0,0,0.549306144334055,0,-0.549306144334055,0,0,0,0
"1574",0,0,0,0,0,0,0,0,0
"1575",0,0,0,0,0,0.549306144334055,0,0,-0.549306144334055
"1576",-0.549306144334055,0,0,0,0.549306144334055,0,0,0,0
"1577",0,0,-0.549306144334055,0.549306144334055,0,0,0,0,0
"1578",0,0,0,0,0,0,0,0,0
"1579",0,0,0,0,0,0,0,0,0
"1580",0,0,0,0.549306144334055,-0.549306144334055,0,0,0,0
"1581",0,0,0,0,0,0,0,0,0
"1582",0,-0.549306144334055,0,0,0,0,0,0,0.549306144334055
"1583",0,0,0,0,0,0,0.549306144334055,0,-0.549306144334055
"1584",0,-0.549306144334055,0,0,0,0.549306144334055,0,0,0
"1585",0,0,0,0,0.549306144334055,0,0,0,-0.549306144334055
"1586",0,-0.549306144334055,0,0,0,0,0,0.549306144334055,0
"1587",0,0,0,0,0,0.549306144334055,-0.549306144334055,0,0
"1588",0,0,0,0,0,0,0,0.549306144334055,-0.549306144334055
"1589",-0.549306144334055,0,0,0,0,0,0,0,0.549306144334055
"1590",0,0.549306144334055,0,0,0,0,0,-0.549306144334055,0
"1591",0,-0.549306144334055,0,0,0,0.549306144334055,0,0,0
"1592",0.549306144334055,-0.549306144334055,0,0,0,0,0,0,0
"1593",0,0,0.549306144334055,0,0,0,-0.549306144334055,0,0
"1594",0,0,0,0,0,0,0,0,0
"1595",0,0.549306144334055,0,-0.549306144334055,0,0,0,0,0
"1596",-0.549306144334055,0,0.549306144334055,0,0,0,0,0,0
"1597",0,0,0,0,0,0,0,0,0
"1598",0,0,0,0,0,0,0,0,0
"1599",0.549306144334055,0,0,0,0,0,0,-0.549306144334055,0
"1600",0,0,-0.549306144334055,0,0,0.549306144334055,0,0,0
"1601",0,0,0,0,0,0,0,0,0
"1602",0,0.549306144334055,0,0,0,0,0,0,-0.549306144334055
"1603",0,0,0,0,0,0,0,0,0
"1604",0,0,0,0,0,0,0,0,0
"1605",0,0,0,0,0,0,0,0,0
"1606",0,0,0,0,-0.549306144334055,0,0,0.549306144334055,0
"1607",0,0,0,0,0,0,-0.549306144334055,0,0.549306144334055
"1608",0,0,0,0,0,0,0,0,0
"1609",0,0,0,0,0,0,0,0,0
"1610",0,0,0,0,0,0,0,0,0
"1611",0,0,0.549306144334055,0,0,0,0,0,-0.549306144334055
"1612",0.549306144334055,0,0,0,0,0,0,0,-0.549306144334055
"1613",0,0,0,0.549306144334055,0,-0.549306144334055,0,0,0
"1614",0,0,0,0,0,0,0,0,0
"1615",0,0,0,0,0,0,0,0,0
"1616",-0.549306144334055,0,0,0,0,0.549306144334055,0,0,0
"1617",0,0,0,0,0.549306144334055,0,-0.549306144334055,0,0
"1618",0,0,0,0,0,0,0,0,0
"1619",0,0,0,0,0,0,0,0,0
"1620",0,0,0,0,0,0,0,0,0
"1621",0,0.549306144334055,0,0,-0.549306144334055,0,0,0,0
"1622",0,0,0,0,0,0,0,0,0
"1623",0,0,-0.549306144334055,0,0,0,0.549306144334055,0,0
"1624",0,0,0,0.549306144334055,0,0,0,-0.549306144334055,0
"1625",0,0,0,0,0,0,0,0,0
"1626",-0.549306144334055,0,0,0,0,0,0,0.549306144334055,0
"1627",0,0,0,0,0,0,0,0,0
"1628",0,0,0,-0.549306144334055,0,0,0,0.549306144334055,0
"1629",0,0,0,0,0,0,0,0,0
"1630",0,0,0,0,0,0,0,0,0
"1631",0,0,-0.549306144334055,0,0,0,0,0.549306144334055,0
"1632",0,0,0,0,0,-0.549306144334055,0,0.549306144334055,0
"1633",0,0,0,0.549306144334055,0,0,-0.549306144334055,0,0
"1634",0,0,0,0.549306144334055,0,0,0,0,-0.549306144334055
"1635",0.549306144334055,0,0,-0.549306144334055,0,0,0,0,0
"1636",0,0,0,0,0,0,0,0,0
"1637",0,0,0,0,0,0,0,0,0
"1638",0.549306144334055,0,0,0,0,-0.549306144334055,0,0,0
"1639",0,0,0,0,0,0,0,-0.549306144334055,0.549306144334055
"1640",0,0,-0.549306144334055,0,0,0,0,0,0.549306144334055
"1641",0,0,0,-0.549306144334055,0,0,0,0,0.549306144334055
"1642",0,0.549306144334055,0,0,0,-0.549306144334055,0,0,0
"1643",0,0,0,0,0,0,0,0,0
"1644",0,0,0,0,0,0.549306144334055,0,-0.549306144334055,0
"1645",0,0,0,0,0,0,0,0,0
"1646",0,0,0,0,0,0,0,0,0
"1647",-0.549306144334055,0.549306144334055,0,0,0,0,0,0,0
"1648",-0.549306144334055,0,0,0,0,0,0.549306144334055,0,0
"1649",0,0,0,0,-0.549306144334055,0,0.549306144334055,0,0
"1650",0,-0.549306144334055,0.549306144334055,0,0,0,0,0,0
