"","Metadata_Slide","Metadata_Experiment","Metadata_Stiffness","Metadata_Row","Metadata_Column","Metadata_Treatment","Metadata_Ratio","Metadata_ECMs","Abb_ECMs","Mean_Nuclei","SD_Nuclei","Mean_logNuclei","SD_logNuclei","Mean_Percent_Positive","SD_Percent_Positive","Mean_Blue","SD_Blue","Mean_Green","SD_Green","CollagenI","CollagenIV","Laminin","Hyaluronic_Acid","TenascinC","Osteopontin","Galectin3","Fibronectin","Decorin","Metadata_Block","Replicate","Conditions"
"21",1,"BAA3DPe1","1kPa",2,12,"20 uM","50/50","LamininDecorin","LN:DN",39,12.7279220613579,3.6361991965,0.332342753248186,1.0416666665,1.47313912723627,0.101524048,0.0758725175023645,0.0347985115,0.0105795437283388,0,0,0.5,0,0,0,0,0,0.5,"6",1,"LN:DN 50/50"
"22",1,"BAA3DPe1","1kPa",3,1,"20 uM","50/50","Tenascin COsteopontin","TC:OPN",13.3333333333333,6.65832811847939,2.48141621633333,0.608842948097355,6.66666666666667,11.5470053837925,0.216299274333333,0.100628622190524,0.0320929413333333,0.0223057868917256,0,0,0,0,0.5,0.5,0,0,0,"6",1,"TC:OPN 50/50"
"23",1,"BAA3DPe1","1kPa",3,2,"20 uM","25/75","Collagen ICollagen IV","C1:C4",34,29.5127091267474,3.08827618533333,1.32284062231352,0,0,0.234833077,0.0869747930133052,0.0211631986666667,0.00455386252661661,0.25,0.75,0,0,0,0,0,0,0,"6",1,"C1:C4 25/75"
"24",1,"BAA3DPe1","1kPa",3,3,"20 uM","25/75","LamininDecorin","LN:DN",16,6.557438524302,2.71537650333333,0.416502890534468,4.34782608666667,7.53065568458003,0.236843511666667,0.116738280448022,0.031013681,0.0212643113629279,0,0,0.25,0,0,0,0,0,0.75,"6",1,"LN:DN 25/75"
"25",1,"BAA3DPe1","1kPa",3,4,"20 uM","100","Decorin","DN",11.3333333333333,2.51661147842358,2.41139239333333,0.221225393205344,0,0,0.234461498333333,0.0801927624235613,0.021069856,0.00754183802105378,0,0,0,0,0,0,0,0,1,"6",1,"DN 100"
"26",1,"BAA3DPe1","1kPa",3,5,"20 uM","50/50","Collagen IVLaminin","C4:HA",7.33333333333333,2.08166599946613,1.962034677,0.310984838617258,0,0,0.20034592,0.0652761829496726,0.0218924813333333,0.005503157579138,0,0.5,0.5,0,0,0,0,0,0,"6",1,"C4:HA 50/50"
"27",1,"BAA3DPe1","1kPa",3,6,"20 uM","100","Tenascin C","TC",9.33333333333333,6.42910050732864,1.93903705366667,1.08172167822695,2.380952381,4.12393049429409,0.137165716333333,0.0638259657070666,0.0343229503333333,0.0137745262559975,0,0,0,0,1,0,0,0,0,"6",1,"TC 100"
"28",1,"BAA3DPe1","1kPa",3,7,"20 uM","50/50","Collagen IFibronectin","C1:FN",55,22.6495033058122,3.941721185,0.460010393452489,0,0,0.207316859666667,0.0690528504006531,0.023091675,0.0100152313513485,0.5,0,0,0,0,0,0,0.5,0,"6",1,"C1:FN 50/50"
"29",1,"BAA3DPe1","1kPa",3,8,"20 uM","50/50","Hyaluronic AcidDecorin","HA:DN",8,4.35889894354067,1.933030885,0.724197350599867,0,0,0.235386692,0.0833499900823969,0.0249011876666667,0.0136595364052231,0,0,0,0.5,0,0,0,0,0.5,"6",1,"HA:DN 50/50"
"30",1,"BAA3DPe1","1kPa",3,9,"20 uM","25/75","OsteopontinFibronectin","OPN:FN",13.3333333333333,9.81495457622364,2.19400837966667,1.2997839255997,16.6666666666667,28.8675134594813,0.268839213666667,0.133122756285113,0.0419652136666667,0.0457741750664689,0,0,0,0,0,0.25,0,0.75,0,"6",1,"OPN:FN 25/75"
"31",1,"BAA3DPe1","1kPa",3,10,"20 uM","75/25","Collagen IFibronectin","C1:FN",75.6666666666667,51.0718448201485,4.183461831,0.639708407567522,0,0,0.204423931333333,0.0761139311083206,0.0237474043333333,0.0057813185523351,0.75,0,0,0,0,0,0,0.25,0,"6",1,"C1:FN 75/25"
"32",1,"BAA3DPe1","1kPa",3,11,"20 uM","75/25","Collagen IVHyaluronic Acid","C4:HA",73,26.2868788561898,4.25028247333333,0.340030470622692,2.04614260366667,1.77891705583037,0.211682382,0.115120890625797,0.0297111516666667,0.0154890650540527,0,0.75,0,0.25,0,0,0,0,0,"6",1,"C4:HA 75/25"
"33",1,"BAA3DPe1","1kPa",3,12,"20 uM","25/75","Tenascin CFibronectin","TC:FN",38.5,37.476659402887,3.32964696,1.19464320308525,8.333333335,11.7851130221328,0.1408871785,0.0969763768192807,0.03930173,0.0222186946231183,0,0,0,0,0.25,0,0,0.75,0,"6",1,"TC:FN 25/75"
"34",1,"BAA3DPe1","1kPa",4,1,"20 uM","25/75","Collagen ILaminin","C1:LN",41.6666666666667,20.9841209807162,3.614211689,0.632508173162556,6.80272109,11.7826585576003,0.209894509,0.0910367462040625,0.0309440663333333,0.0288497183222327,0.25,0,0.75,0,0,0,0,0,0,"6",1,"C1:LN 25/75"
"35",1,"BAA3DPe1","1kPa",4,2,"20 uM","25/75","LamininOsteopontin","LN:OPN",25,29.5465734053883,2.27767724433333,2.07497045507625,0,0,0.167082993333333,NA,0.0352274476666667,NA,0,0,0.25,0,0,0.75,0,0,0,"6",1,"LN:OPN 25/75"
"36",1,"BAA3DPe1","1kPa",4,3,"20 uM","25/75","LamininHyaluronic Acid","LN:HA",30,3.60555127546399,3.39649774033333,0.118003614415085,1.23456790133333,2.13833433050301,0.168301746333333,0.0889630757303186,0.0265027696666667,0.019971149494464,0,0,0.25,0.75,0,0,0,0,0,"6",1,"LN:HA 25/75"
"37",1,"BAA3DPe1","1kPa",4,5,"20 uM","50/50","Collagen IGalectin 3","C1:G3",39.6666666666667,10.1159939369957,3.655836132,0.280488570437375,0,0,0.200070366333333,0.085843452324788,0.0226121806666667,0.00527355176222673,0.5,0,0,0,0,0,0.5,0,0,"6",1,"C1:G3 50/50"
"38",1,"BAA3DPe1","1kPa",4,6,"20 uM","25/75","Tenascin CHyaluronic Acid","TC:HA",24.3333333333333,17.0391705588427,3.04376572166667,0.642153160490903,15.7142857143333,21.3331207472114,0.154469362,0.0898124661361102,0.0385350926666667,0.0311739926231733,0,0,0,0.75,0.25,0,0,0,0,"6",1,"TC:HA 25/75"
"39",1,"BAA3DPe1","1kPa",4,7,"20 uM","25/75","Hyaluronic AcidOsteopontin","HA:OPN",13.6666666666667,11.0151410945722,1.99632047233333,1.72958831687897,49.1228070166667,50.0230786996365,0.143801249,NA,0.064358095,NA,0,0,0,0.25,0,0.75,0,0,0,"6",1,"HA:OPN 25/75"
"40",1,"BAA3DPe1","1kPa",4,9,"20 uM","50/50","Collagen ICollagen IV","C1:C4",66.6666666666667,20.0333056017556,4.16499132466667,0.333754272698205,0,0,0.224281872333333,0.0971714733574941,0.022213703,0.00681313476583467,0.5,0.5,0,0,0,0,0,0,0,"6",1,"C1:C4 50/50"
"41",1,"BAA3DPe1","1kPa",4,10,"20 uM","25/75","Collagen IVTenascin C","C4:TC",28,22.8691932520585,3.110439433,0.808429331935303,9.147025813,9.09142867444086,0.200153775,0.0874972895348756,0.0324622146666667,0.0244947195776907,0,0.25,0,0,0.75,0,0,0,0,"6",1,"C4:TC 25/75"
"42",1,"BAA3DPe1","1kPa",4,11,"20 uM","75/25","Collagen IOsteopontin","C1:OPN",97.6666666666667,54.5007645206316,4.45668270533333,0.641040707489604,2.208282334,2.3344391267673,0.193984967666667,0.0974867969571263,0.0263783,0.0117108487230911,0.75,0,0,0,0,0.25,0,0,0,"6",1,"C1:OPN 75/25"
"43",1,"BAA3DPe1","1kPa",5,1,"20 uM","75/25","Collagen IVOsteopontin","C4:OPN",57.3333333333333,25.0066657780147,3.99062271533333,0.407631837745483,12.5,21.650635094611,0.160741027666667,0.102422101176232,0.0356080616666667,0.0214177540501211,0,0.75,0,0,0,0.25,0,0,0,"6",1,"C4:OPN 75/25"
"44",1,"BAA3DPe1","1kPa",5,2,"20 uM","75/25","Collagen ILaminin","C1:LN",81,34.5108678534748,4.32858814266667,0.454085765304199,2.95579603833333,1.83073937267232,0.203434766333333,0.0913875660917192,0.025585758,0.0175742273557946,0.75,0,0.25,0,0,0,0,0,0,"6",1,"C1:LN 75/25"
"45",1,"BAA3DPe1","1kPa",5,3,"20 uM","75/25","Collagen IVFibronectin","C4:FN",89.6666666666667,58.9434757486639,4.259378783,0.945055946326424,1.86915887866667,3.23747814526914,0.166367332666667,0.090603146742961,0.0266605003333333,0.011597525345448,0,0.75,0,0,0,0,0.25,0,0,"6",1,"C4:FN 75/25"
"46",1,"BAA3DPe1","1kPa",5,4,"20 uM","50/50","Hyaluronic AcidGalectin 3","HA:G3",14.6666666666667,8.14452781524708,2.59105789333333,0.518160548773895,0,0,0.189333505333333,0.103309481988346,0.0300761466666667,0.0181049488705579,0,0,0,0.5,0,0,0.5,0,0,"6",1,"HA:G3 50/50"
"47",1,"BAA3DPe1","1kPa",5,5,"20 uM","50/50","Galectin 3Fibronectin","G3:FN",29.3333333333333,20.4287379280594,3.071178421,1.11043135118737,4.665071769,5.94847691627215,0.142003852666667,0.0785064435192138,0.0401715446666667,0.0236857050906866,0,0,0,0,0,0,0.5,0.5,0,"6",1,"G3:FN 50/50"
"48",1,"BAA3DPe1","1kPa",5,6,"20 uM","25/75","Collagen IVOsteopontin","C4:OPN",27.6666666666667,24.0069434400411,3.00864554966667,1.02402620837136,2.74971941633333,2.41823360554795,0.134501035,0.0690874016835353,0.0432305666666667,0.0171592802299933,0,0.25,0,0,0,0.75,0,0,0,"6",1,"C4:OPN 25/75"
"49",1,"BAA3DPe1","1kPa",5,7,"20 uM","50/50","Tenascin CFibronectin","TC:FN",14.6666666666667,7.50555349946513,2.581667601,0.582933460699553,38.3405483383333,29.3293264718078,0.147921444666667,0.087615601717145,0.071183274,0.0733499153522193,0,0,0,0,0.5,0,0,0.5,0,"6",1,"TC:FN 50/50"
"50",1,"BAA3DPe1","1kPa",5,8,"20 uM","25/75","Collagen IVDecorin","C4:DN",25,4.58257569495584,3.20704154733333,0.190970751925056,2.29885057466667,3.98172599433158,0.222446216333333,0.0687404751060665,0.0261864183333333,0.0137977392781057,0,0.25,0,0,0,0,0,0,0.75,"6",1,"C4:DN 25/75"
"51",1,"BAA3DPe1","1kPa",5,9,"20 uM","75/25","Tenascin CDecorin","TC:DN",10.6666666666667,8.14452781524708,2.183693445,0.723089680759389,6.42857143,7.24920826310272,0.221099958,0.0735122436019415,0.0274840883333333,0.0234691467011792,0,0,0,0,0.75,0,0,0,0.25,"6",1,"TC:DN 75/25"
"52",1,"BAA3DPe1","1kPa",5,10,"20 uM","75/25","Tenascin CGalectin 3","TC:G3",8.66666666666667,9.07377172587747,1.749008024,1.13211684558542,6.66666666666667,11.5470053837925,0.213325949,0.0799148401939965,0.03401317,0.0319655882591355,0,0,0,0,0.75,0,0.25,0,0,"6",1,"TC:G3 75/25"
"53",1,"BAA3DPe1","1kPa",5,11,"20 uM","75/25","Collagen IGalectin 3","C1:G3",89.3333333333333,36.2950869035099,4.42306070033333,0.481033220138316,0.694444444333333,1.20281306061927,0.177936989333333,0.0731801279035334,0.0248894706666667,0.0113692972739055,0.75,0,0,0,0,0,0.25,0,0,"6",1,"C1:G3 75/25"
"54",1,"BAA3DPe1","1kPa",5,12,"20 uM","75/25","Hyaluronic AcidGalectin 3","HA:G3",72.5,26.1629509039023,4.249921777,0.369021676700849,0.5494505495,0.77704041895625,0.179961802,0.0832341445790787,0.0275714985,0.0236043452410529,0,0,0,0.75,0,0,0.25,0,0,"6",1,"HA:G3 75/25"
"55",1,"BAA3DPe1","1kPa",6,1,"20 uM","75/25","Hyaluronic AcidOsteopontin","HA:OPN",23.3333333333333,14.5716619962629,3.02901405166667,0.586990761066716,4.46078431366667,3.94691563396835,0.22041637,0.0969555881491138,0.0294539596666667,0.0308550216503727,0,0,0,0.75,0,0.25,0,0,0,"6",1,"HA:OPN 75/25"
"56",1,"BAA3DPe1","1kPa",6,2,"20 uM","50/50","Tenascin CGalectin 3","TC:G3",19.6666666666667,6.02771377334171,2.94719761566667,0.309528823888036,0,0,0.235876645666667,0.0814223263530459,0.0224352463333333,0.00410486583290323,0,0,0,0,0.5,0,0.5,0,0,"6",1,"TC:G3 50/50"
"57",1,"BAA3DPe1","1kPa",6,3,"20 uM","25/75","DecorinGalectin 3","DN:G3",21,12.1243556529821,2.92446153233333,0.612132257582613,0.980392157,1.69808902726604,0.220403013666667,0.0994316262340402,0.0238001743333333,0.0106031688498055,0,0,0,0,0,0,0.75,0,0.25,"6",1,"DN:G3 25/75"
"58",1,"BAA3DPe1","1kPa",6,4,"20 uM","50/50","Collagen IVOsteopontin","C4:OPN",20.6666666666667,10.0166528008778,2.954632868,0.462505271288817,0,0,0.237772480666667,0.102305734146412,0.0236730163333333,0.0111315900116793,0,0.5,0,0,0,0.5,0,0,0,"6",1,"C4:OPN 50/50"
"59",1,"BAA3DPe1","1kPa",6,5,"20 uM","50/50","Collagen IOsteopontin","C1:OPN",38,23.5159520326097,3.52042219633333,0.575532732414839,0,0,0.207083828666667,0.0901665034069237,0.023220452,0.00618257402601519,0.5,0,0,0,0,0.5,0,0,0,"6",1,"C1:OPN 50/50"
"60",1,"BAA3DPe1","1kPa",6,6,"20 uM","50/50","Hyaluronic AcidOsteopontin","HA:OPN",15,2.64575131106459,2.69812614833333,0.170563122458002,2.380952381,4.12393049429409,0.211478069666667,0.0806610308494904,0.0237497663333333,0.0110980078206394,0,0,0,0.5,0,0.5,0,0,0,"6",1,"HA:OPN 50/50"
"61",1,"BAA3DPe1","1kPa",6,7,"20 uM","50/50","Collagen IVHyaluronic Acid","C4:HA",27.6666666666667,9.45163125250522,3.27418286966667,0.386681660190857,1.07526881733333,1.86242022341583,0.220932153,0.0832322866276468,0.024859629,0.0129658831730129,0,0.5,0,0.5,0,0,0,0,0,"6",1,"C4:HA 50/50"
"62",1,"BAA3DPe1","1kPa",6,8,"20 uM","25/75","Collagen IVGalectin 3","C4:G3",44.3333333333333,13.0511813003013,3.764259141,0.283214709926491,8.82602193266667,10.1960873319531,0.187554350666667,0.0962524036167289,0.0374123033333333,0.043927030869001,0,0.25,0,0,0,0,0.75,0,0,"6",1,"C4:G3 25/75"
"63",1,"BAA3DPe1","1kPa",6,9,"20 uM","25/75","Galectin 3Fibronectin","G3:FN",14.3333333333333,8.02080627701064,2.530284041,0.667633637453091,11.11111111,19.245008971063,0.190140495333333,0.0905512163435386,0.0320611343333333,0.0308505988705532,0,0,0,0,0,0,0.25,0.75,0,"6",1,"G3:FN 25/75"
"64",1,"BAA3DPe1","1kPa",6,10,"20 uM","75/25","Hyaluronic AcidFibronectin","HA:FN",10,7.54983443527075,2.06206954133333,0.903493586826898,0,0,0.203604148666667,0.0880492161670275,0.0209573113333333,0.00264135246017925,0,0,0,0.75,0,0,0,0.25,0,"6",1,"HA:FN 75/25"
"65",1,"BAA3DPe1","1kPa",6,11,"20 uM","75/25","LamininDecorin","LN:DN",25.6666666666667,13.2035348802256,3.154477,0.525168432577836,2.5,4.33012701892219,0.202762576,0.0782452714680063,0.0381742003333333,0.0878072363892394,0,0,0.75,0,0,0,0,0,0.25,"6",1,"LN:DN 75/25"
"66",1,"BAA3DPe1","1kPa",6,12,"20 uM","75/25","LamininFibronectin","LN:FN",22,19.7989898732233,2.83148024,1.063543326141,0,0,0.2179082135,0.0935150258505071,0.021782124,0.00735123488277762,0,0,0.75,0,0,0,0,0.25,0,"6",1,"LN:FN 75/25"
"67",1,"BAA3DPe1","1kPa",7,1,"20 uM","75/25","OsteopontinGalectin 3","OPN:G3",28.3333333333333,12.6622799421484,3.2763265,0.452503631510712,11.7287940806667,13.2745856704319,0.176069929666667,0.108075506120401,0.0387375036666667,0.0314130299447585,0,0,0,0,0,0.75,0.25,0,0,"6",1,"OPN:G3 75/25"
"68",1,"BAA3DPe1","1kPa",7,2,"20 uM","50/50","OsteopontinGalectin 3","OPN:G3",15.6666666666667,5.03322295684717,2.71682263733333,0.323402828309217,0,0,0.233716740333333,0.0966919503811248,0.022786703,0.00421240827304532,0,0,0,0,0,0.5,0.5,0,0,"6",1,"OPN:G3 50/50"
"69",1,"BAA3DPe1","1kPa",7,3,"20 uM","50/50","Tenascin CDecorin","TC:DN",12.6666666666667,4.50924975282289,2.49253474766667,0.382067911641708,4.52488687766667,4.02180742849864,0.200679808,0.0838799905975674,0.027422589,0.0166844277644968,0,0,0,0,0.5,0,0,0,0.5,"6",1,"TC:DN 50/50"
"70",1,"BAA3DPe1","1kPa",7,4,"20 uM","50/50","Tenascin CHyaluronic Acid","TC:HA",11.3333333333333,9.45163125250522,2.18559278533333,0.857317082029933,8.33333333333333,14.4337567297406,0.167942133666667,0.0727522854646635,0.0290532076666667,0.0254395356107833,0,0,0,0.5,0.5,0,0,0,0,"6",1,"TC:HA 50/50"
"71",1,"BAA3DPe1","1kPa",7,5,"20 uM","100","Collagen IV","C4",20,10.5356537528527,2.88098146566667,0.618422886072864,0,0,0.240836228,0.069041830210802,0.020242598,0.00452767299673648,0,1,0,0,0,0,0,0,0,"6",1,"C4 100"
"72",1,"BAA3DPe1","1kPa",7,6,"20 uM","50/50","LamininHyaluronic Acid","LN:HA",36.6666666666667,16.1658075373095,3.51588485,0.541710228071753,0.724637681,1.25510928057089,0.197569052666667,0.0911424475571845,0.020406759,0.00892196760018902,0,0,0.5,0.5,0,0,0,0,0,"6",1,"LN:HA 50/50"
"73",1,"BAA3DPe1","1kPa",7,7,"20 uM","75/25","LamininOsteopontin","LN:OPN",15.3333333333333,6.42910050732864,2.655181858,0.50138098606128,0,0,0.215655573,0.0903532400643427,0.0230395783333333,0.0130406318224927,0,0,0.75,0,0,0.25,0,0,0,"6",1,"LN:OPN 75/25"
"74",1,"BAA3DPe1","1kPa",7,8,"20 uM","75/25","Tenascin CHyaluronic Acid","TC:HA",17.6666666666667,17.2143351115671,2.49403964133333,1.11233989664863,0,0,0.167895384333333,0.0721813254273699,0.030816182,0.0180089099548793,0,0,0,0.25,0.75,0,0,0,0,"6",1,"TC:HA 75/25"
"75",1,"BAA3DPe1","1kPa",7,9,"20 uM","75/25","Galectin 3Fibronectin","G3:FN",11.6666666666667,7.09459888459759,2.280538492,0.791346548067982,0,0,0.237212982333333,0.0821530164860752,0.0235290873333333,0.00701720886885154,0,0,0,0,0,0,0.75,0.25,0,"6",1,"G3:FN 75/25"
"76",1,"BAA3DPe1","1kPa",7,10,"20 uM","25/75","Tenascin COsteopontin","TC:OPN",11.5,9.19238815542512,2.249904835,0.905757008757965,15.555555555,6.28539361133276,0.2308331025,0.115395048439406,0.0436837785,0.0375526954228695,0,0,0,0,0.25,0.75,0,0,0,"6",1,"TC:OPN 25/75"
"77",1,"BAA3DPe1","1kPa",7,11,"20 uM","50/50","Collagen IVTenascin C","C4:TC",24.3333333333333,12.4230967690561,3.06743606666667,0.662570565231496,30.4301075266667,30.6474249302203,0.193794093,0.0970335498999106,0.0515810093333333,0.0390989281310771,0,0.5,0,0,0.5,0,0,0,0,"6",1,"C4:TC 50/50"
"78",1,"BAA3DPe1","1kPa",7,12,"20 uM","75/25","Tenascin COsteopontin","TC:OPN",17,18.3847763108502,2.3937458715,1.42475158958236,1.6666666665,2.35702260371946,0.193511881,0.0816222968359746,0.0323822305,0.0184394121851225,0,0,0,0,0.75,0.25,0,0,0,"6",1,"TC:OPN 75/25"
"79",1,"BAA3DPe1","1kPa",8,1,"20 uM","100","Galectin 3","G3",57.3333333333333,23.0072452356499,3.989610057,0.432208402833526,0.416666666666667,0.721687836487032,0.155278502333333,0.0921975466700694,0.0332944286666667,0.0154896868903249,0,0,0,0,0,0,1,0,0,"6",1,"G3 100"
"80",1,"BAA3DPe1","1kPa",8,2,"20 uM","50/50","Collagen IHyaluronic Acid","C1:HA",67.3333333333333,28.360771028541,4.13404424233333,0.504060472312297,0,0,0.206166507666667,0.0879004234303119,0.0237220463333333,0.00724471928985586,0.5,0,0,0,0,0.5,0,0,0,"6",1,"C1:HA 50/50"
"81",1,"BAA3DPe1","1kPa",8,3,"20 uM","25/75","Collagen IVHyaluronic Acid","C4:HA",17.3333333333333,5.03322295684717,2.82210695366667,0.308780205895091,10.774410775,14.8997032314475,0.194614517,0.0788456186219442,0.0332654036666667,0.0233805224074173,0,0.25,0,0.75,0,0,0,0,0,"6",1,"C4:HA 25/75"
"82",1,"BAA3DPe1","1kPa",8,5,"20 uM","75/25","Collagen IHyaluronic Acid","C1:HA",77.3333333333333,12.0138808606267,4.33991082233333,0.157796558686457,1.02564102566667,1.77646236678172,0.219876455,0.0939248116181162,0.0243030493333333,0.0131319190623948,0.75,0,0,0,0,0.25,0,0,0,"6",1,"C1:HA 75/25"
